concept	election	pct	status	note
ar-buvote-pripazintas-kaltu	2000-kovo-19-savivaldybiu-tarybu	99.3	ok	
ar-buvote-pripazintas-kaltu	2000-seimo	99.7	ok	
ar-buvote-pripazintas-kaltu	2002-gruodzio-22-savivaldybiu-tarybu	100.0	ok	
ar-buvote-pripazintas-kaltu	2003-birzelio-15-seimo-nauji	100.0	ok	
ar-buvote-pripazintas-kaltu	2004-ep	100.0	ok	
ar-buvote-pripazintas-kaltu	2004-seimo	99.8	ok	
ar-buvote-pripazintas-kaltu	2005-lapkricio-20-seimo-kedainiai	100.0	ok	
ar-buvote-pripazintas-kaltu	2007-spalio-7-seimo-dzukija	100.0	ok	
ar-buvote-pripazintas-kaltu	2007-vasario-25-savivaldybiu	100.0	ok	
ar-buvote-pripazintas-kaltu	2008-seimo	99.9	ok	
ar-buvote-pripazintas-kaltu	2009-ep	100.0	ok	
ar-buvote-pripazintas-kaltu	2009-lapkricio-15-seimo-silale-silute-vilnius-salcininkai	100.0	ok	
ar-buvote-pripazintas-kaltu	2011-vasario-13-seimo-marijampole	100.0	ok	
ar-buvote-pripazintas-kaltu	2011-vasario-27-savivaldybiu	100.0	ok	
ar-buvote-pripazintas-kaltu	2012-seimo	100.0	ok	
ar-buvote-pripazintas-kaltu	2013-kovo-3-seimo-birzai-zarasai-ukmerge	100.0	ok	
ar-buvote-pripazintas-kaltu	2014-ep	100.0	ok	
ar-buvote-pripazintas-kaltu	2015-birzelio-21-pakartotiniai-silutes	100.0	ok	
ar-buvote-pripazintas-kaltu	2015-birzelio-7-pakartotiniai-sirvintos-trakai	99.7	ok	
ar-buvote-pripazintas-kaltu	2015-birzelio-7-seimo-varena-eisiskes	100.0	ok	
ar-buvote-pripazintas-kaltu	2015-kovo-1-savivaldybiu	100.0	ok	
ar-buvote-pripazintas-kaltu	2015-kovo-1-seimo-zirmunai	100.0	ok	
ar-buvote-pripazintas-kaltu	2015-lapkricio-8-telsiu-mero	100.0	ok	
ar-buvote-pripazintas-kaltu	2016-seimo	100.0	ok	
ar-buvote-pripazintas-kaltu	2017-balandzio-23-meru	100.0	ok	
ar-buvote-pripazintas-kaltu	2017-balandzio-23-seimo-anyksciai-panevezys	100.0	ok	
ar-buvote-pripazintas-kaltu	2017-rugsejo-10-marijampoles-mero	100.0	ok	
ar-buvote-pripazintas-kaltu	2018-rugsejo-16-seimo-zanavykai	100.0	ok	
ar-buvote-pripazintas-kaltu	2019-ep	100.0	ok	
ar-buvote-pripazintas-kaltu	2019-kovo-3-savivaldybiu-tarybu	100.0	ok	
ar-buvote-pripazintas-kaltu	2019-rugsejo-8-seimo	100.0	ok	
ar-buvote-pripazintas-kaltu	2020-seimo	100.0	ok	
ar-buvote-pripazintas-kaltu	2021-balandzio-11-radviliskio-mero	100.0	ok	
ar-buvote-pripazintas-kaltu	2021-spalio-10-meru	100.0	ok	
ar-buvote-pripazintas-kaltu	2023-geguzes-7-visagino-mero	100.0	ok	
ar-buvote-pripazintas-kaltu	2023-kovo-5-savivaldybiu-tarybu-ir-meru	100.0	ok	
ar-buvote-pripazintas-kaltu	2023-rugsejo-3-seimo-raseiniai-kedainiai	100.0	ok	
ar-buvote-pripazintas-kaltu	2023-spalio-8-kupiskio-mero	100.0	ok	
ar-buvote-pripazintas-kaltu	2024-ep	99.7	ok	
ar-buvote-pripazintas-kaltu	2024-prezidento	100.0	ok	
ar-buvote-pripazintas-kaltu	2024-seimo	99.9	ok	
ar-buvote-pripazintas-kaltu	2025-kovo-16-meru	100.0	ok	
darbo-patirtis	2020-seimo	99.9	ok	
darbo-patirtis	2021-balandzio-11-radviliskio-mero	100.0	ok	
darbo-patirtis	2021-spalio-10-meru	100.0	ok	
darbo-patirtis	2023-geguzes-7-visagino-mero	100.0	ok	
darbo-patirtis	2023-kovo-5-savivaldybiu-tarybu-ir-meru	100.0	ok	
darbo-patirtis	2023-rugsejo-3-seimo-raseiniai-kedainiai	100.0	ok	
darbo-patirtis	2023-spalio-8-kupiskio-mero	100.0	ok	
darbo-patirtis	2024-ep	100.0	ok	
darbo-patirtis	2024-prezidento	100.0	ok	
darbo-patirtis	2024-seimo	100.0	ok	
darbo-patirtis	2025-kovo-16-meru	100.0	ok	
deklaracijos-apimtis	2002-gruodzio-22-savivaldybiu-tarybu	100.0	ok	
deklaracijos-apimtis	2003-birzelio-15-seimo-nauji	100.0	ok	
deklaracijos-apimtis	2004-ep	100.0	ok	
deklaracijos-apimtis	2004-prezidento	100.0	ok	
deklaracijos-apimtis	2004-seimo	99.8	ok	
deklaracijos-apimtis	2005-lapkricio-20-seimo-kedainiai	100.0	ok	
deklaracijos-apimtis	2007-spalio-7-seimo-dzukija	100.0	ok	
deklaracijos-apimtis	2007-vasario-25-savivaldybiu	99.4	ok	
deklaracijos-apimtis	2008-seimo	100.0	ok	
deklaracijos-apimtis	2009-ep	100.0	ok	
deklaracijos-apimtis	2009-lapkricio-15-seimo-silale-silute-vilnius-salcininkai	100.0	ok	
deklaracijos-apimtis	2009-prezidento	100.0	ok	
deklaracijos-apimtis	2011-vasario-13-seimo-marijampole	100.0	ok	
deklaracijos-apimtis	2011-vasario-27-savivaldybiu	100.0	ok	
deklaracijos-apimtis	2012-seimo	100.0	ok	
deklaracijos-apimtis	2013-kovo-3-seimo-birzai-zarasai-ukmerge	100.0	ok	
deklaracijos-apimtis	2014-ep	100.0	ok	
deklaracijos-apimtis	2014-prezidento	100.0	ok	
deklaracijos-apimtis	2015-birzelio-21-pakartotiniai-silutes	100.0	ok	
deklaracijos-apimtis	2015-birzelio-7-pakartotiniai-sirvintos-trakai	99.7	ok	
deklaracijos-apimtis	2015-birzelio-7-seimo-varena-eisiskes	100.0	ok	
deklaracijos-apimtis	2015-kovo-1-savivaldybiu	100.0	ok	
deklaracijos-apimtis	2015-kovo-1-seimo-zirmunai	100.0	ok	
deklaracijos-apimtis	2015-lapkricio-8-telsiu-mero	100.0	ok	
deklaracijos-apimtis	2016-seimo	100.0	ok	
deklaracijos-apimtis	2017-balandzio-23-meru	100.0	ok	
deklaracijos-apimtis	2017-balandzio-23-seimo-anyksciai-panevezys	100.0	ok	
deklaracijos-apimtis	2017-rugsejo-10-marijampoles-mero	100.0	ok	
deklaracijos-apimtis	2018-rugsejo-16-seimo-zanavykai	100.0	ok	
deklaracijos-apimtis	2019-ep	100.0	ok	
deklaracijos-apimtis	2019-kovo-3-savivaldybiu-tarybu	100.0	ok	
deklaracijos-apimtis	2019-prezidento	100.0	ok	
deklaracijos-apimtis	2019-rugsejo-8-seimo	100.0	ok	
deklaracijos-apimtis	2020-seimo	99.9	ok	
deklaracijos-apimtis	2021-balandzio-11-radviliskio-mero	100.0	ok	
deklaracijos-apimtis	2021-spalio-10-meru	100.0	ok	
deklaracijos-apimtis	2023-geguzes-7-visagino-mero	100.0	ok	
deklaracijos-apimtis	2023-kovo-5-savivaldybiu-tarybu-ir-meru	100.0	ok	
deklaracijos-apimtis	2023-rugsejo-3-seimo-raseiniai-kedainiai	100.0	ok	
deklaracijos-apimtis	2023-spalio-8-kupiskio-mero	100.0	ok	
deklaracijos-apimtis	2024-ep	100.0	ok	
deklaracijos-apimtis	2024-prezidento	100.0	ok	
deklaracijos-apimtis	2024-seimo	100.0	ok	
deklaracijos-apimtis	2025-kovo-16-meru	100.0	ok	
deklaracijos-forma	2004-ep	100.0	ok	
deklaracijos-forma	2004-prezidento	100.0	ok	
deklaracijos-forma	2004-seimo	99.9	ok	
deklaracijos-forma	2005-lapkricio-20-seimo-kedainiai	100.0	ok	
deklaracijos-forma	2007-spalio-7-seimo-dzukija	100.0	ok	
deklaracijos-forma	2007-vasario-25-savivaldybiu	99.6	ok	
deklaracijos-forma	2008-seimo	100.0	ok	
deklaracijos-forma	2009-ep	100.0	ok	
deklaracijos-forma	2009-lapkricio-15-seimo-silale-silute-vilnius-salcininkai	100.0	ok	
deklaracijos-forma	2009-prezidento	100.0	ok	
deklaracijos-forma	2011-vasario-13-seimo-marijampole	100.0	ok	
deklaracijos-forma	2011-vasario-27-savivaldybiu	100.0	ok	
deklaracijos-forma	2012-seimo	100.0	ok	
deklaracijos-forma	2013-kovo-3-seimo-birzai-zarasai-ukmerge	100.0	ok	
deklaracijos-forma	2014-ep	99.5	ok	
deklaracijos-forma	2014-prezidento	100.0	ok	
deklaracijos-forma	2015-birzelio-21-pakartotiniai-silutes	100.0	ok	
deklaracijos-forma	2015-birzelio-7-pakartotiniai-sirvintos-trakai	99.7	ok	
deklaracijos-forma	2015-birzelio-7-seimo-varena-eisiskes	100.0	ok	
deklaracijos-forma	2015-kovo-1-savivaldybiu	100.0	ok	
deklaracijos-forma	2015-kovo-1-seimo-zirmunai	100.0	ok	
deklaracijos-forma	2015-lapkricio-8-telsiu-mero	100.0	ok	
deklaracijos-forma	2016-seimo	100.0	ok	
deklaracijos-forma	2017-balandzio-23-meru	100.0	ok	
deklaracijos-forma	2017-balandzio-23-seimo-anyksciai-panevezys	100.0	ok	
deklaracijos-forma	2017-rugsejo-10-marijampoles-mero	100.0	ok	
deklaracijos-forma	2018-rugsejo-16-seimo-zanavykai	100.0	ok	
deklaracijos-forma	2019-ep	100.0	ok	
deklaracijos-forma	2019-kovo-3-savivaldybiu-tarybu	100.0	ok	
deklaracijos-forma	2019-prezidento	100.0	ok	
deklaracijos-forma	2019-rugsejo-8-seimo	100.0	ok	
deklaracijos-forma	2020-seimo	99.9	ok	
deklaracijos-forma	2021-balandzio-11-radviliskio-mero	100.0	ok	
deklaracijos-forma	2021-spalio-10-meru	100.0	ok	
deklaracijos-forma	2023-geguzes-7-visagino-mero	100.0	ok	
deklaracijos-forma	2023-kovo-5-savivaldybiu-tarybu-ir-meru	100.0	ok	
deklaracijos-forma	2023-rugsejo-3-seimo-raseiniai-kedainiai	100.0	ok	
deklaracijos-forma	2023-spalio-8-kupiskio-mero	100.0	ok	
deklaracijos-forma	2024-ep	100.0	ok	
deklaracijos-forma	2024-prezidento	100.0	ok	
deklaracijos-forma	2024-seimo	100.0	ok	
deklaracijos-forma	2025-kovo-16-meru	100.0	ok	
deklaracijos-metai	2008-seimo	100.0	ok	
deklaracijos-metai	2012-seimo	100.0	ok	
deklaracijos-metai	2013-kovo-3-seimo-birzai-zarasai-ukmerge	100.0	ok	
deklaracijos-metai	2015-birzelio-7-seimo-varena-eisiskes	100.0	ok	
deklaracijos-metai	2015-kovo-1-seimo-zirmunai	100.0	ok	
deklaracijos-metai	2017-balandzio-23-meru	100.0	ok	
deklaracijos-metai	2017-rugsejo-10-marijampoles-mero	100.0	ok	
deklaracijos-metai	2019-ep	100.0	ok	
deklaracijos-metai	2019-kovo-3-savivaldybiu-tarybu	100.0	ok	
deklaracijos-metai	2019-prezidento	100.0	ok	
deklaracijos-metai	2021-balandzio-11-radviliskio-mero	100.0	ok	
deklaracijos-metai	2021-spalio-10-meru	100.0	ok	
deklaracijos-metai	2023-geguzes-7-visagino-mero	100.0	ok	
deklaracijos-metai	2023-kovo-5-savivaldybiu-tarybu-ir-meru	100.0	ok	
deklaracijos-metai	2023-rugsejo-3-seimo-raseiniai-kedainiai	100.0	ok	
deklaracijos-metai	2023-spalio-8-kupiskio-mero	100.0	ok	
deklaracijos-metai	2024-ep	100.0	ok	
deklaracijos-metai	2024-prezidento	100.0	ok	
deklaracijos-metai	2024-seimo	100.0	ok	
deklaracijos-metai	2025-kovo-16-meru	100.0	ok	
deklaraciju-laikotarpis	2007-spalio-7-seimo-dzukija	0.0	upstream-absent	No retained page of this election prints the „Pastaba.“ declaration paragraph the concept reads (11 candidates checked, 0 carry the word), against every candidate of 2008-seimo (1,595) and 2012-seimo (1,918).
deklaraciju-laikotarpis	2008-seimo	100.0	ok	
deklaraciju-laikotarpis	2009-lapkricio-15-seimo-silale-silute-vilnius-salcininkai	100.0	ok	
deklaraciju-laikotarpis	2011-vasario-13-seimo-marijampole	100.0	ok	
deklaraciju-laikotarpis	2011-vasario-27-savivaldybiu	0.0	upstream-absent	No retained page of this election prints the „Pastaba.“ declaration paragraph the concept reads (16,400 candidates checked, 0 carry the word), against every candidate of 2008-seimo (1,595) and 2012-seimo (1,918).
deklaraciju-laikotarpis	2012-seimo	100.0	ok	
deklaraciju-laikotarpis	2013-kovo-3-seimo-birzai-zarasai-ukmerge	100.0	ok	
deklaraciju-laikotarpis	2015-birzelio-21-pakartotiniai-silutes	0.0	upstream-absent	No retained page of this election prints the „Pastaba.“ declaration paragraph the concept reads (356 candidates checked, 0 carry the word), against every candidate of 2008-seimo (1,595) and 2012-seimo (1,918).
deklaraciju-laikotarpis	2015-birzelio-7-pakartotiniai-sirvintos-trakai	0.0	upstream-absent	No retained page of this election prints the „Pastaba.“ declaration paragraph the concept reads (317 candidates checked, 0 carry the word), against every candidate of 2008-seimo (1,595) and 2012-seimo (1,918).
deklaraciju-laikotarpis	2015-birzelio-7-seimo-varena-eisiskes	100.0	ok	
deklaraciju-laikotarpis	2015-kovo-1-savivaldybiu	0.0	upstream-absent	No retained page of this election prints the „Pastaba.“ declaration paragraph the concept reads (15,140 candidates checked, 0 carry the word), against every candidate of 2008-seimo (1,595) and 2012-seimo (1,918).
deklaraciju-laikotarpis	2015-kovo-1-seimo-zirmunai	100.0	ok	
deklaraciju-laikotarpis	2015-lapkricio-8-telsiu-mero	0.0	upstream-absent	No retained page of this election prints the „Pastaba.“ declaration paragraph the concept reads (8 candidates checked, 0 carry the word), against every candidate of 2008-seimo (1,595) and 2012-seimo (1,918).
deklaraciju-valiuta	1996-spalio-20-seimo	100.0	ok	
deklaraciju-valiuta	1997-birzelio-29-svenciniu-tarybos-pakartotiniai	98.2	ok	
deklaraciju-valiuta	1997-gruodzio-21-seimo-pakartotiniai	100.0	ok	
deklaraciju-valiuta	1997-kovo-23-savivaldybiu-tarybu	87.3	ok	
deklaraciju-valiuta	1997-kovo-23-seimo-pakartotiniai	4.3	ok	
deklaraciju-valiuta	1998-kovo-22-seimo-pakartotiniai	18.2	ok	
deklaraciju-valiuta	1998-lapkricio-15-seimo-pakartotiniai	100.0	ok	
deklaraciju-valiuta	1999-kovo-21-seimo-pakartotiniai	100.0	ok	
deklaraciju-valiuta	2000-kovo-19-savivaldybiu-tarybu	100.0	ok	
deklaraciju-valiuta	2000-seimo	100.0	ok	
deklaraciju-valiuta	2002-gruodzio-22-savivaldybiu-tarybu	100.0	ok	
deklaraciju-valiuta	2003-birzelio-15-seimo-nauji	100.0	ok	
deklaraciju-valiuta	2004-ep	100.0	ok	
deklaraciju-valiuta	2004-prezidento	100.0	ok	
deklaraciju-valiuta	2004-seimo	99.9	ok	
deklaraciju-valiuta	2005-lapkricio-20-seimo-kedainiai	100.0	ok	
deklaraciju-valiuta	2007-spalio-7-seimo-dzukija	100.0	ok	
deklaraciju-valiuta	2007-vasario-25-savivaldybiu	100.0	ok	
deklaraciju-valiuta	2008-seimo	100.0	ok	
deklaraciju-valiuta	2009-ep	100.0	ok	
deklaraciju-valiuta	2009-lapkricio-15-seimo-silale-silute-vilnius-salcininkai	100.0	ok	
deklaraciju-valiuta	2009-prezidento	100.0	ok	
deklaraciju-valiuta	2011-vasario-13-seimo-marijampole	100.0	ok	
deklaraciju-valiuta	2011-vasario-27-savivaldybiu	100.0	ok	
deklaraciju-valiuta	2012-seimo	100.0	ok	
deklaraciju-valiuta	2013-kovo-3-seimo-birzai-zarasai-ukmerge	100.0	ok	
deklaraciju-valiuta	2014-ep	100.0	ok	
deklaraciju-valiuta	2014-prezidento	100.0	ok	
deklaraciju-valiuta	2015-birzelio-21-pakartotiniai-silutes	100.0	ok	
deklaraciju-valiuta	2015-birzelio-7-pakartotiniai-sirvintos-trakai	100.0	ok	
deklaraciju-valiuta	2015-birzelio-7-seimo-varena-eisiskes	100.0	ok	
deklaraciju-valiuta	2015-kovo-1-savivaldybiu	100.0	ok	
deklaraciju-valiuta	2015-kovo-1-seimo-zirmunai	100.0	ok	
deklaraciju-valiuta	2015-lapkricio-8-telsiu-mero	100.0	ok	
einamos-pareigos	2020-seimo	97.3	ok	
einamos-pareigos	2021-balandzio-11-radviliskio-mero	100.0	ok	
einamos-pareigos	2021-spalio-10-meru	92.9	ok	
einamos-pareigos	2023-geguzes-7-visagino-mero	100.0	ok	
einamos-pareigos	2023-kovo-5-savivaldybiu-tarybu-ir-meru	97.7	ok	
einamos-pareigos	2023-rugsejo-3-seimo-raseiniai-kedainiai	100.0	ok	
einamos-pareigos	2023-spalio-8-kupiskio-mero	100.0	ok	
einamos-pareigos	2024-ep	99.7	ok	
einamos-pareigos	2024-prezidento	100.0	ok	
einamos-pareigos	2024-seimo	100.0	ok	
einamos-pareigos	2025-kovo-16-meru	100.0	ok	
gautos-pajamos	1996-spalio-20-seimo	98.7	ok	
gautos-pajamos	1997-birzelio-29-svenciniu-tarybos-pakartotiniai	97.3	ok	
gautos-pajamos	1997-gruodzio-21-seimo-pakartotiniai	100.0	ok	
gautos-pajamos	1997-kovo-23-savivaldybiu-tarybu	16.2	ok	
